# graph: 2359 edges, 297 vertices
# 2core: 2344 depth: 1 edges, 297 vertices
IT:        0/10000 | DEC:     0/30 | ERR:        1e+20/1e-05 | ON:   285 | S:    25 | ON2:   285 | BAD:   200 | COST:           25 | EN:       -282.5   
IT:     1024/10000 | DEC:     0/30 | ERR:      22447.4/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1025/10000 | DEC:     0/30 | ERR:      23661.5/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1026/10000 | DEC:     0/30 | ERR:      24908.6/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1027/10000 | DEC:     1/30 | ERR:      26262.1/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1028/10000 | DEC:     0/30 | ERR:      27725.8/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1029/10000 | DEC:     0/30 | ERR:      29237.2/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:     1030/10000 | DEC:     0/30 | ERR:      30888.2/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1031/10000 | DEC:     0/30 | ERR:      32613.1/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1032/10000 | DEC:     0/30 | ERR:      34485.4/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1033/10000 | DEC:     0/30 | ERR:      36498.2/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1034/10000 | DEC:     0/30 | ERR:      38645.6/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1035/10000 | DEC:     0/30 | ERR:      40948.2/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1036/10000 | DEC:     0/30 | ERR:      43387.2/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1037/10000 | DEC:     0/30 | ERR:      46006.6/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1038/10000 | DEC:     0/30 | ERR:      48774.2/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1039/10000 | DEC:     0/30 | ERR:      51801.8/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1040/10000 | DEC:     0/30 | ERR:      55014.3/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1041/10000 | DEC:     0/30 | ERR:      58536.3/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1042/10000 | DEC:     0/30 | ERR:        62220/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1043/10000 | DEC:     0/30 | ERR:        66286/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1044/10000 | DEC:     0/30 | ERR:      70571.1/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1045/10000 | DEC:     0/30 | ERR:      75173.6/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:     1046/10000 | DEC:     0/30 | ERR:      80253.2/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1047/10000 | DEC:     0/30 | ERR:      85624.3/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1048/10000 | DEC:     1/30 | ERR:        91425/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1049/10000 | DEC:     0/30 | ERR:        97647/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:     1050/10000 | DEC:     0/30 | ERR:       104446/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:     1051/10000 | DEC:     0/30 | ERR:       111786/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1052/10000 | DEC:     0/30 | ERR:       119741/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1053/10000 | DEC:     0/30 | ERR:       128436/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1054/10000 | DEC:     0/30 | ERR:       137759/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1055/10000 | DEC:     0/30 | ERR:       147727/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1056/10000 | DEC:     0/30 | ERR:       158721/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1057/10000 | DEC:     0/30 | ERR:       170421/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1058/10000 | DEC:     0/30 | ERR:       183352/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1059/10000 | DEC:     0/30 | ERR:       197097/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1060/10000 | DEC:     0/30 | ERR:       212327/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1061/10000 | DEC:     0/30 | ERR:       229039/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1062/10000 | DEC:     0/30 | ERR:       247029/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1063/10000 | DEC:     0/30 | ERR:       266646/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1064/10000 | DEC:     0/30 | ERR:       287829/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1065/10000 | DEC:     0/30 | ERR:       311353/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1066/10000 | DEC:     0/30 | ERR:       336718/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1067/10000 | DEC:     0/30 | ERR:       364414/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1068/10000 | DEC:     0/30 | ERR:       394463/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1069/10000 | DEC:     0/30 | ERR:       427782/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1070/10000 | DEC:     0/30 | ERR:       464434/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1071/10000 | DEC:     0/30 | ERR:       504065/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1072/10000 | DEC:     0/30 | ERR:       547216/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1073/10000 | DEC:     0/30 | ERR:       595051/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1074/10000 | DEC:     0/30 | ERR:       647939/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1075/10000 | DEC:     0/30 | ERR:       704858/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1076/10000 | DEC:     0/30 | ERR:       769031/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1077/10000 | DEC:     0/30 | ERR:       838119/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1078/10000 | DEC:     0/30 | ERR:       915242/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1079/10000 | DEC:     0/30 | ERR:  1.00009e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1080/10000 | DEC:     0/30 | ERR:  1.09286e+06/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1081/10000 | DEC:     0/30 | ERR:   1.1956e+06/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1082/10000 | DEC:     0/30 | ERR:  1.30923e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1083/10000 | DEC:     0/30 | ERR:  1.43633e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1084/10000 | DEC:     0/30 | ERR:  1.57444e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1085/10000 | DEC:     0/30 | ERR:  1.72719e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1086/10000 | DEC:     0/30 | ERR:  1.89545e+06/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1087/10000 | DEC:     0/30 | ERR:  2.08411e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1088/10000 | DEC:     0/30 | ERR:  2.29384e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1089/10000 | DEC:     0/30 | ERR:  2.52552e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1090/10000 | DEC:     0/30 | ERR:  2.78636e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1091/10000 | DEC:     0/30 | ERR:  3.07313e+06/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1092/10000 | DEC:     0/30 | ERR:  3.38767e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1093/10000 | DEC:     0/30 | ERR:  3.74282e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1094/10000 | DEC:     0/30 | ERR:  4.14115e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1095/10000 | DEC:     0/30 | ERR:  4.57746e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1096/10000 | DEC:     0/30 | ERR:  5.07307e+06/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1097/10000 | DEC:     0/30 | ERR:  5.61484e+06/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1098/10000 | DEC:     0/30 | ERR:  6.22855e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1099/10000 | DEC:     0/30 | ERR:  6.91517e+06/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     4 | COST:          130 | EN:         -272   
IT:     1100/10000 | DEC:     0/30 | ERR:  7.68837e+06/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1101/10000 | DEC:     0/30 | ERR:  8.54799e+06/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1102/10000 | DEC:     0/30 | ERR:  9.50728e+06/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1103/10000 | DEC:     0/30 | ERR:  1.05876e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1104/10000 | DEC:     0/30 | ERR:  1.17959e+07/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1105/10000 | DEC:     0/30 | ERR:  1.31577e+07/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1106/10000 | DEC:     0/30 | ERR:  1.46714e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1107/10000 | DEC:     0/30 | ERR:  1.64151e+07/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1108/10000 | DEC:     1/30 | ERR:  1.83471e+07/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1109/10000 | DEC:     0/30 | ERR:  2.05095e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1110/10000 | DEC:     0/30 | ERR:  2.29756e+07/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1111/10000 | DEC:     0/30 | ERR:  2.57464e+07/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1112/10000 | DEC:     0/30 | ERR:  2.88866e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1113/10000 | DEC:     0/30 | ERR:  3.24814e+07/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1114/10000 | DEC:     0/30 | ERR:   3.6493e+07/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1115/10000 | DEC:     0/30 | ERR:  4.09896e+07/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1116/10000 | DEC:     0/30 | ERR:  4.61802e+07/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1117/10000 | DEC:     0/30 | ERR:  5.19371e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1118/10000 | DEC:     0/30 | ERR:  5.85668e+07/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1119/10000 | DEC:     0/30 | ERR:  6.60979e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1120/10000 | DEC:     0/30 | ERR:  7.47117e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1121/10000 | DEC:     0/30 | ERR:  8.44239e+07/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1122/10000 | DEC:     0/30 | ERR:  9.54798e+07/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1123/10000 | DEC:     0/30 | ERR:  1.07891e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1124/10000 | DEC:     0/30 | ERR:  1.22395e+08/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1125/10000 | DEC:     0/30 | ERR:  1.38539e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1126/10000 | DEC:     0/30 | ERR:  1.57271e+08/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1127/10000 | DEC:     0/30 | ERR:  1.78829e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1128/10000 | DEC:     0/30 | ERR:   2.0298e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1129/10000 | DEC:     0/30 | ERR:  2.30995e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1130/10000 | DEC:     0/30 | ERR:  2.62956e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1131/10000 | DEC:     0/30 | ERR:  2.99566e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1132/10000 | DEC:     0/30 | ERR:  3.42046e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1133/10000 | DEC:     0/30 | ERR:  3.90313e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1134/10000 | DEC:     0/30 | ERR:   4.4598e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1135/10000 | DEC:     0/30 | ERR:  5.09693e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1136/10000 | DEC:     0/30 | ERR:   5.8232e+08/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1137/10000 | DEC:     0/30 | ERR:  6.67749e+08/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1138/10000 | DEC:     0/30 | ERR:  7.63989e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1139/10000 | DEC:     0/30 | ERR:  8.76504e+08/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1140/10000 | DEC:     0/30 | ERR:  1.00584e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1141/10000 | DEC:     0/30 | ERR:   1.1573e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1142/10000 | DEC:     0/30 | ERR:  1.32852e+09/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1143/10000 | DEC:     0/30 | ERR:   1.5293e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1144/10000 | DEC:     0/30 | ERR:  1.76469e+09/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1145/10000 | DEC:     0/30 | ERR:  2.03376e+09/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1146/10000 | DEC:     0/30 | ERR:  2.34297e+09/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1147/10000 | DEC:     0/30 | ERR:   2.7047e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1148/10000 | DEC:     0/30 | ERR:  3.13036e+09/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1149/10000 | DEC:     0/30 | ERR:  3.61338e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1150/10000 | DEC:     0/30 | ERR:  4.18856e+09/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1151/10000 | DEC:     0/30 | ERR:  4.84225e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1152/10000 | DEC:     0/30 | ERR:  5.61415e+09/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1153/10000 | DEC:     0/30 | ERR:  6.51397e+09/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1154/10000 | DEC:     0/30 | ERR:  7.57614e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1155/10000 | DEC:     0/30 | ERR:  8.80621e+09/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1156/10000 | DEC:     0/30 | ERR:  1.02267e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1157/10000 | DEC:     0/30 | ERR:  1.19303e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1158/10000 | DEC:     0/30 | ERR:  1.38687e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1159/10000 | DEC:     0/30 | ERR:  1.61773e+10/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1160/10000 | DEC:     0/30 | ERR:  1.89078e+10/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1161/10000 | DEC:     0/30 | ERR:  2.20395e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1162/10000 | DEC:     0/30 | ERR:  2.57737e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1163/10000 | DEC:     0/30 | ERR:  3.01514e+10/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1164/10000 | DEC:     0/30 | ERR:  3.53709e+10/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1165/10000 | DEC:     1/30 | ERR:  4.14292e+10/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1166/10000 | DEC:     0/30 | ERR:  4.85678e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1167/10000 | DEC:     0/30 | ERR:  5.69021e+10/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1168/10000 | DEC:     0/30 | ERR:  6.68617e+10/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1169/10000 | DEC:     0/30 | ERR:    7.863e+10/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1170/10000 | DEC:     0/30 | ERR:  9.26956e+10/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1171/10000 | DEC:     0/30 | ERR:  1.08972e+11/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1172/10000 | DEC:     0/30 | ERR:  1.28387e+11/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     3 | COST:          131 | EN:       -271.9   
IT:     1173/10000 | DEC:     0/30 | ERR:  1.51477e+11/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1174/10000 | DEC:     0/30 | ERR:  1.79137e+11/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1175/10000 | DEC:     0/30 | ERR:  2.11572e+11/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1176/10000 | DEC:     0/30 | ERR:  2.50136e+11/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1177/10000 | DEC:     0/30 | ERR:  2.95923e+11/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1178/10000 | DEC:     0/30 | ERR:  3.49908e+11/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1179/10000 | DEC:     0/30 | ERR:  4.15619e+11/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1180/10000 | DEC:     1/30 | ERR:  4.92115e+11/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1181/10000 | DEC:     2/30 | ERR:  5.84266e+11/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1182/10000 | DEC:     3/30 | ERR:  6.94534e+11/1e-05 | ON:   285 | S:   134 | ON2:   285 | BAD:     0 | COST:          134 | EN:       -271.6   
IT:     1183/10000 | DEC:     0/30 | ERR:   8.2609e+11/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1184/10000 | DEC:     0/30 | ERR:  9.84898e+11/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1185/10000 | DEC:     0/30 | ERR:  1.17267e+12/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:     2 | COST:          132 | EN:       -271.8   
IT:     1186/10000 | DEC:     0/30 | ERR:  1.39559e+12/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
IT:     1187/10000 | DEC:     0/30 | ERR:  1.66556e+12/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     1 | COST:          133 | EN:       -271.7   
